This file was created by CMPT_ME_RETS using the 202309 CRSP database.  It contains,,,,,,,,,,,,,,,,,,,
value- and equal-weighted returns for size portfolios.  Each record contains returns for:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Negative (not used)  30%  40%  30%     5 Quintiles    10 Deciles,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The portfolios are constructed at the end of Jun.  The annual returns are from January,,,,,,,,,,,,,,,,,,,
to December.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Missing data are indicated by -99.99 or -999.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
  Equal Weight Returns -- Monthly,,,,,,,,,,,,,,,,,,,
Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,02-Dec,03-Dec,04-Dec,05-Dec,06-Dec,07-Dec,08-Dec,09-Dec,Hi 10
195110,-99.99,-2.33,-2.53,-2.33,-2.28,-2.83,-2.09,-2.39,-2.46,-1.78,-2.79,-2.43,-3.23,-1.47,-2.72,-2.71,-2.07,-2.22,-2.7
195111,-99.99,-0.25,1.14,1.06,-0.67,0.51,0.93,1.86,0.89,-1.01,-0.32,0.59,0.42,0.8,1.06,2.29,1.42,1.16,0.61
195112,-99.99,0.15,1.42,3,0.11,0.88,0.86,2.31,3.4,-0.37,0.59,0.23,1.52,0.9,0.81,2.42,2.19,2.93,3.87
195201,-99.99,1.66,1.62,1.96,1.58,1.85,1.55,1.63,2.06,1.63,1.53,1.83,1.86,1.7,1.4,1.51,1.75,1.85,2.27
195202,-99.99,-2.31,-1.71,-2.26,-2.6,-1.76,-1.73,-1.64,-2.53,-2.63,-2.57,-1.73,-1.8,-1.47,-2,-1.57,-1.72,-2.31,-2.75
195203,-99.99,1.86,2.71,4.05,1.47,2.56,2.67,3.53,4.05,0.37,2.57,2.63,2.48,2.31,3.04,3.01,4.05,3.62,4.47
195204,-99.99,-4.61,-4.12,-4.8,-4.52,-4.53,-3.99,-4.69,-4.62,-4.64,-4.4,-4.79,-4.27,-4.22,-3.76,-4.24,-5.15,-4.33,-4.9
195205,-99.99,1.45,2.56,3.08,1.16,2.25,2.39,2.84,3.24,0.72,1.61,2.01,2.5,2.52,2.26,2.94,2.74,3.34,3.15
195206,-99.99,2.95,2.92,3.41,3.04,2.63,2.81,3.41,3.49,2.68,3.4,2.77,2.48,2.64,2.97,3.58,3.24,2.99,4
195207,-99.99,0.9,0.97,1.24,0.84,0.97,1.15,1.1,1.09,0.07,1.62,1.02,0.92,0.93,1.38,0.67,1.53,1.08,1.1
195208,-99.99,0.23,0.25,-0.46,0.01,0.45,0.3,0.01,-0.62,-0.33,0.35,0.67,0.23,0.71,-0.1,0.16,-0.15,-0.2,-1.03
195209,-99.99,-1.26,-1.52,-1.78,-1.15,-1.69,-1.31,-1.55,-1.92,-0.74,-1.56,-1.49,-1.89,-0.45,-2.15,-1.6,-1.49,-1.68,-2.16
195210,-99.99,-1.15,-1.29,-0.94,-1.05,-1.64,-1.1,-0.91,-1,-0.6,-1.5,-1.34,-1.95,-1.54,-0.67,-1,-0.81,-1.44,-0.57
195211,-99.99,4.7,5.68,6.31,4.1,5.6,6.09,5.57,6.5,3.39,4.82,5.9,5.3,6.53,5.65,5.21,5.94,7.12,5.87
195212,-99.99,1.57,2.46,2.76,0.87,2.91,1.85,2.73,3.04,0.16,1.59,2.95,2.87,1.12,2.58,3.27,2.19,2.6,3.48
195301,-99.99,4.6,2.64,0.06,4.86,3.82,2.68,1.46,-0.53,6.01,3.7,4.1,3.53,3.84,1.53,1.66,1.27,-0.08,-0.98
195302,-99.99,2.47,1.12,0.1,3.1,1.26,1.27,0.69,-0.21,2.96,3.24,1.23,1.29,2.01,0.53,0.66,0.73,-0.06,-0.36
195303,-99.99,-1.25,-1.11,-0.93,-1.14,-1.63,-1.07,-0.93,-0.72,-0.41,-1.89,-1.48,-1.78,-1.66,-0.47,-0.52,-1.35,-0.21,-1.24
195304,-99.99,-2.1,-2.28,-2.64,-2.04,-1.94,-2.36,-2.47,-2.86,-2.3,-1.78,-2.23,-1.65,-2.63,-2.09,-2.74,-2.19,-2.48,-3.24
195305,-99.99,0.78,0.54,0.56,0.83,0.59,0.41,0.66,0.6,1.04,0.62,0.67,0.5,0.6,0.22,0.85,0.47,0.96,0.24
195306,-99.99,-4.14,-3.15,-2.39,-4.34,-3.72,-3.15,-2.91,-1.97,-4.18,-4.51,-3.73,-3.72,-3.13,-3.17,-2.59,-3.24,-2.18,-1.76
195307,-99.99,1.3,1.65,2.37,1.45,1.29,1.8,1.5,2.76,0.52,2.39,1,1.59,1.57,2.03,1.41,1.59,2.3,3.22
195308,-99.99,-6.03,-5.05,-4.44,-6.03,-5.63,-5.34,-4.66,-4.14,-5.7,-6.37,-6.02,-5.23,-5.3,-5.39,-4.28,-5.03,-3.55,-4.73
195309,-99.99,-2.86,-0.82,0.34,-3.21,-1.24,-1.15,-0.39,0.56,-4.47,-1.91,-2.17,-0.29,-1.12,-1.17,-0.68,-0.1,0.63,0.49
195310,-99.99,2.46,4.07,4.53,2.11,3.18,4.45,4.4,4.48,2.15,2.06,3.15,3.22,4.5,4.4,4.16,4.63,3.97,4.98
195311,-99.99,1.68,1.98,2.86,1.54,1.77,1.79,2.83,2.84,1.29,1.8,1.97,1.57,1.54,2.04,2.75,2.91,2.98,2.69
195312,-99.99,-3.28,-1.41,0.1,-3.54,-2.25,-1.2,-0.74,0.15,-3.74,-3.33,-2.75,-1.74,-1.08,-1.32,-1.48,-0.01,0.31,-0.01
195401,-99.99,8.94,6.87,5.77,9.4,7.43,7.14,6.28,5.56,10.43,8.34,8.03,6.82,6.96,7.32,6.39,6.18,5.81,5.3
195402,-99.99,0.55,1.69,1.68,0.09,1.56,1.77,1.9,1.39,-0.09,0.28,1.45,1.66,1.76,1.77,1.55,2.24,1.57,1.21
195403,-99.99,2.41,2.65,3.5,2.46,2.47,2.47,3.51,3.24,2.15,2.78,2.29,2.65,2.24,2.7,3.01,4,3.1,3.39
195404,-99.99,0.79,1.3,2.94,1.03,0.68,1.56,1.65,3.29,1.63,0.41,0.33,1.03,1.28,1.83,1.04,2.25,2.43,4.16
195405,-99.99,4.13,4.64,3.94,4.55,4.11,4.35,4.6,3.77,3.7,5.42,3.3,4.94,5.09,3.61,4.94,4.28,4.1,3.44
195406,-99.99,1.26,1.32,1.14,1.42,1.25,1.45,1.47,0.67,1.58,1.26,0.94,1.56,1.02,1.88,0.83,2.09,1.09,0.24
195407,-99.99,9.21,6.78,5.8,9.79,7.24,6.79,6.56,5.69,10.94,8.64,8.05,6.42,7.41,6.18,7.11,6.02,6.66,4.72
195408,-99.99,0.51,-0.98,-2.34,0.55,0.41,-1.16,-1.71,-2.81,0.88,0.22,0.43,0.39,-1.06,-1.26,-1.99,-1.43,-2.77,-2.85
195409,-99.99,3.61,4.38,5.14,3.45,4.21,4.24,4.79,5.17,3.24,3.66,3.91,4.52,4.5,3.97,4.52,5.07,4.59,5.77
195410,-99.99,-0.55,-0.53,-1.08,-0.49,-0.91,-0.24,-0.54,-1.33,-0.56,-0.43,-0.67,-1.15,-0.26,-0.22,-0.47,-0.6,-0.95,-1.72
195411,-99.99,7.88,9.45,9.81,7.71,8.61,10.1,9.35,9.66,5.85,9.53,8.22,9,9.95,10.26,8.59,10.09,9.4,9.94
195412,-99.99,12.21,8.43,6.09,13.14,9.95,9.06,6.1,6.06,14.95,11.37,10.38,9.52,9.41,8.71,6.06,6.13,6.87,5.25
195501,-99.99,2.44,1.53,0.23,3.19,1,2.16,0.42,0.31,3.16,3.23,0.96,1.04,1.9,2.42,0.76,0.09,0.65,-0.04
195502,-99.99,5.2,4.42,3.21,5.4,4.14,4.99,3.64,3.26,3.88,6.88,4.78,3.51,5.29,4.68,4.17,3.11,3.34,3.17
195503,-99.99,-0.01,0.04,0.23,-0.05,0.28,0.25,-0.76,0.7,-0.02,-0.08,0.06,0.5,-0.3,0.81,-0.82,-0.7,1.38,0.02
195504,-99.99,2.56,1.98,2.7,2.2,2.35,2.06,2.52,2.71,3.04,1.38,3.29,1.4,1.83,2.3,2.37,2.68,2.15,3.27
195505,-99.99,0.44,0.52,1.24,0.63,0.12,0.59,1,1.23,0.93,0.34,0.07,0.18,0.57,0.6,0.73,1.27,0.98,1.47
195506,-99.99,3.3,2.88,4.62,3.13,2.95,2.79,4.19,4.57,2.92,3.32,3.65,2.26,3.28,2.3,3.65,4.72,3.69,5.44
195507,-99.99,1.69,0.4,0.22,1.6,1.05,0.14,0.48,0.4,2.32,0.87,1.87,0.24,0.03,0.26,1.09,-0.14,0.22,0.58
195508,-99.99,0.03,0.68,0.88,-0.26,0.26,0.98,0.8,0.97,-0.26,-0.26,0.61,-0.1,0.93,1.03,0.89,0.7,0.85,1.09
195509,-99.99,0.14,-0.86,-1.66,0.7,-0.97,-0.73,-1.38,-1.61,0.37,1.03,-0.99,-0.95,-0.05,-1.42,-1.02,-1.74,-2.66,-0.55
195510,-99.99,-1.69,-1.33,-2.21,-1.88,-1.28,-1.19,-1.9,-2.25,-2.5,-1.27,-1.31,-1.26,-0.99,-1.39,-1.68,-2.12,-2.06,-2.45
195511,-99.99,3.57,6.01,6.78,3.04,5.35,6.03,6.36,6.78,2.62,3.47,4.64,6.05,5.64,6.42,5.92,6.79,6.44,7.12
195512,-99.99,2.5,2.29,1.94,2.58,2.11,2.69,1.95,1.91,2.27,2.87,2.34,1.89,3.24,2.13,1.9,2,2.05,1.76
195601,-99.99,-0.64,-2.58,-2.69,-0.37,-1.63,-2.66,-3.03,-2.49,-0.48,-0.27,-1.18,-2.06,-2.43,-2.88,-2.96,-3.11,-2.37,-2.6
195602,-99.99,2.87,3.29,3.9,2.66,3.3,3.03,3.84,3.89,2.65,2.68,3.28,3.33,2.55,3.5,3.76,3.91,3.57,4.22
195603,-99.99,4.26,4.77,6.46,4.24,4.34,4.83,5.29,6.91,2.59,5.81,4.32,4.37,3.82,5.85,5.03,5.54,6.15,7.68
195604,-99.99,0.79,0.37,0.13,0.62,0.56,0.4,0.54,-0.01,1.1,0.17,1.12,0.02,0.58,0.23,0.68,0.41,-0.68,0.67
195605,-99.99,-4.25,-3.84,-3.97,-3.85,-4.42,-3.62,-3.73,-4.38,-4.21,-3.5,-5.03,-3.81,-4.05,-3.19,-4.3,-3.15,-3.43,-5.33
195606,-99.99,0.89,2.23,3.22,0.45,1.57,2.57,2.45,3.56,0.12,0.78,1.76,1.39,1.83,3.3,2.38,2.52,3.51,3.62
195607,-99.99,2.98,3.95,4.93,2.38,3.62,3.93,4.58,5.25,1.62,3.13,4.16,3.07,3.62,4.24,4.85,4.31,4.94,5.55
195608,-99.99,-1.31,-1.61,-2.6,-1.22,-1.37,-1.42,-2.66,-2.42,-1.35,-1.09,-1.48,-1.26,-1.12,-1.71,-2.36,-2.95,-1.22,-3.6
195609,-99.99,-2.69,-3.27,-4.88,-2.75,-2.48,-3.47,-3.93,-5.26,-3.67,-1.86,-2.57,-2.39,-3.45,-3.48,-3.74,-4.13,-4.83,-5.69
195610,-99.99,0.56,0.8,0.8,0.41,0.57,0.72,0.92,1.02,0.28,0.53,0.87,0.27,0.78,0.67,1.49,0.35,1.38,0.67
195611,-99.99,-0.11,0.87,0.85,-0.2,0.53,0.88,0.63,1,-0.46,0.06,0.07,1,0.76,1,0.7,0.55,1.19,0.81
195612,-99.99,1.25,2.73,2.82,0.75,2.79,2.14,3.02,2.86,0.31,1.17,2.24,3.36,2.05,2.24,3.31,2.74,2.9,2.82
195701,-99.99,2.93,0.05,-1.91,3.3,1.45,0.14,-0.83,-2.45,4.9,1.73,2.18,0.72,-0.01,0.28,-0.82,-0.84,-1.46,-3.41
195702,-99.99,-2.56,-2.43,-1.82,-2.28,-2.71,-2.85,-1.77,-1.8,-2.71,-1.85,-3.13,-2.29,-3.44,-2.28,-1.68,-1.85,-1.66,-1.94
195703,-99.99,1.86,2.49,2.25,1.79,1.97,2.47,2.5,2.39,1.44,2.14,1.98,1.95,2.84,2.11,3.06,1.96,2.49,2.29
195704,-99.99,2.49,1.98,3.49,2.87,1.87,1.81,2.82,3.57,3.56,2.2,1.73,2.01,1.41,2.21,2.29,3.33,2.9,4.23
195705,-99.99,1.09,2.23,3.09,0.39,2.11,2.45,2.13,3.64,0.83,-0.04,2.51,1.72,2.1,2.79,2.29,1.98,3.54,3.74
195706,-99.99,0.6,-1.09,-1.63,1.05,-0.52,-1.26,-1.67,-1.33,2.21,-0.07,-0.29,-0.75,-1.36,-1.16,-1.07,-2.25,-2.25,-0.42
195707,-99.99,0.85,0.54,0.34,0.77,0.91,0.41,0.31,0.47,0.99,0.54,1.01,0.8,0.21,0.61,0.54,0.08,0.25,0.68
195708,-99.99,-4.31,-5.2,-5.13,-4.14,-4.77,-5.21,-5.74,-4.71,-4.71,-3.57,-4.66,-4.88,-5.08,-5.35,-5.51,-5.96,-4.99,-4.44
195709,-99.99,-5.16,-5.56,-5.2,-5.24,-5.13,-5.89,-5.2,-5.21,-6.59,-3.91,-5.01,-5.26,-6.43,-5.35,-5.2,-5.19,-5.18,-5.23
195710,-99.99,-8.25,-6.59,-4.54,-8.82,-7.38,-6.72,-5.22,-4.24,-9.64,-8.02,-7.11,-7.65,-7.33,-6.09,-5.29,-5.15,-4.37,-4.11
195711,-99.99,0.19,2.34,3.61,0.38,0.23,2.94,2.97,3.85,-0.51,1.26,-0.21,0.67,2.78,3.1,2.8,3.14,3.95,3.74
195712,-99.99,-5.52,-5.2,-3.75,-5.6,-5.72,-5.4,-3.97,-3.62,-5.47,-5.72,-5.37,-6.07,-5.82,-4.97,-3.93,-4.01,-3.17,-4.06
195801,-99.99,14.29,10.89,6.9,14.99,12.62,10.89,9.48,5.6,15.86,14.16,12.89,12.35,11.53,10.24,9.46,9.5,6.23,4.99
195802,-99.99,-1.45,-0.85,-1.24,-1.72,-0.44,-1.15,-1.13,-1.29,-1.78,-1.65,-0.92,0.04,-1.75,-0.52,-1.13,-1.14,-0.9,-1.66
195803,-99.99,3.55,3.7,3.44,3.39,3.34,3.9,3.79,3.44,3.25,3.53,3.86,2.82,4.25,3.54,4.15,3.44,3.23,3.64
195804,-99.99,4.08,2.34,3.12,4.21,3.31,1.97,3.05,2.93,5.42,3.02,3.82,2.8,2.46,1.48,2.61,3.5,3.52,2.35
195805,-99.99,4.12,4.39,3.03,4.34,3.98,4.85,3.2,3.14,5.55,3.15,3.7,4.26,5.18,4.51,3.59,2.81,3.44,2.84
195806,-99.99,3.89,2.86,3.05,3.77,3.33,2.82,3.15,3.07,4.57,2.99,4.13,2.52,3.65,1.98,3.27,3.02,3.21,2.94
195807,-99.99,5.67,5.73,4.79,5.91,5.08,6.5,4.86,4.8,5.85,5.96,5.2,4.96,6.82,6.19,4.96,4.77,4.84,4.75
195808,-99.99,3.57,3.35,2.04,3.8,3.17,3.72,2.81,1.59,4.5,3.11,3.09,3.25,3.94,3.49,2.69,2.93,1.64,1.55
195809,-99.99,6.01,5.5,4.19,6.57,5.77,4.82,4.95,4.18,6.79,6.36,4.86,6.67,5.07,4.57,5.68,4.22,4.11,4.24
195810,-99.99,3.16,3.39,3.16,2.7,4.24,3.1,3.28,2.95,2.32,3.08,4.09,4.4,2.5,3.69,2.99,3.57,3.31,2.6
195811,-99.99,4.94,4.06,3.97,4.45,5.62,3.4,4.49,3.54,3.01,5.86,5.93,5.32,3.91,2.87,4.15,4.83,3.76,3.31
195812,-99.99,3.32,3.86,4.46,3.34,3.96,3.21,4.11,4.78,3.15,3.53,3.29,4.62,3.1,3.32,4.41,3.81,4.42,5.15
195901,-99.99,7.32,4.05,1.43,8.02,5.33,4.25,2.54,1.06,9.23,6.82,5.92,4.75,4.53,3.97,2.95,2.15,1.18,0.95
195902,-99.99,3.16,3.16,2.06,3.16,2.97,3.47,2.73,1.79,3.21,3.11,3.16,2.8,3.07,3.86,2.89,2.58,1.74,1.85
195903,-99.99,1.88,1.17,0.44,1.27,2.38,0.71,1,0.46,0.52,2.04,3.09,1.67,0.55,0.86,1.61,0.4,0.69,0.24
195904,-99.99,1.9,3.22,2.63,2.08,2.51,3.09,3.06,2.49,1.76,2.4,1.55,3.48,2.67,3.53,3.22,2.91,2.14,2.83
195905,-99.99,0.54,0.89,0.85,1.16,-0.36,1.06,1,0.99,-0.42,2.78,-0.68,-0.02,1.15,0.97,1.44,0.57,-0.16,2.13
195906,-99.99,-0.08,1.08,0.32,-0.12,0.4,1.14,0.64,0.44,-1.37,1.15,-0.02,0.83,1.44,0.84,1.2,0.08,0.35,0.53
195907,-99.99,3.07,3.11,2.92,3.1,3.36,3.09,2.51,3.16,4.02,2.19,3.03,3.68,2.09,4.1,2.59,2.44,3.41,2.91
195908,-99.99,-1.13,-1.39,-1.79,-0.95,-1.61,-1.03,-1.86,-1.71,-1.82,-0.09,-1.47,-1.74,-1.88,-0.18,-1.75,-1.97,-1.85,-1.56
195909,-99.99,-4.14,-4.58,-4.84,-4.11,-4.24,-4.37,-4.96,-4.96,-3.44,-4.79,-4.2,-4.29,-4.68,-4.05,-5.31,-4.6,-5.16,-4.75
195910,-99.99,1.21,2.37,2.65,0.89,2.45,2.56,2.63,2.02,-0.74,2.51,1.87,3.04,2.42,2.69,1.36,3.93,2.47,1.56
195911,-99.99,0.42,2.01,2.06,0.04,2.3,1.33,2.35,1.7,-0.3,0.38,1.18,3.42,1.73,0.94,1.93,2.78,1.44,1.97
195912,-99.99,2.67,2.25,1.72,2.52,2.93,2.14,1.32,2.17,1.76,3.28,2.97,2.9,2.15,2.12,1.84,0.79,1.66,2.68
196001,-99.99,-1.25,-4.54,-5.62,-0.49,-3.57,-4.42,-5.07,-5.82,1.1,-2.06,-2.76,-4.38,-3.48,-5.37,-4.93,-5.21,-4.65,-7
196002,-99.99,0.27,0.95,1.24,-0.2,1.48,0.38,1.62,0.87,-1.54,1.12,1.21,1.76,0.7,0.06,1.27,1.99,0.78,0.97
196003,-99.99,-2.87,-2.72,-1.56,-2.78,-3.06,-2.79,-2.25,-1.21,-2.08,-3.48,-3.05,-3.07,-2.81,-2.77,-2.23,-2.28,-1.07,-1.35
196004,-99.99,-2.78,-2.18,-0.96,-3.01,-1.96,-2.74,-1.43,-0.85,-3.57,-2.48,-2.33,-1.59,-2.79,-2.7,-1.66,-1.19,-0.37,-1.33
196005,-99.99,0.72,2.66,3.11,-0.12,3.07,2.48,1.97,3.67,-0.6,0.36,2.41,3.73,2.27,2.7,1.97,1.97,3.19,4.15
196006,-99.99,1.87,2.28,2.44,1.75,2,2.36,2.53,2.38,2.36,1.14,2.12,1.87,1.99,2.73,2.5,2.56,2.51,2.24
196007,-99.99,-1.65,-2.01,-2.07,-1.33,-2.08,-1.79,-1.87,-2.53,-0.92,-1.75,-2.28,-1.88,-1.91,-1.67,-2.59,-1.15,-2.12,-2.93
196008,-99.99,4.63,3.76,3.04,5.77,3.33,3.76,3.17,3.01,5.76,5.79,2.37,4.31,3.38,4.13,3.23,3.11,3.33,2.69
196009,-99.99,-6.12,-6.3,-5.65,-6.18,-6.46,-6.09,-5.68,-5.86,-6.54,-5.82,-6.01,-6.92,-6.2,-5.98,-6.12,-5.25,-5.93,-5.79
196010,-99.99,-3.26,-2.72,-0.86,-3.14,-3.04,-3.19,-1.7,-0.54,-3.5,-2.78,-3.5,-2.58,-4.08,-2.31,-1.93,-1.48,-1.27,0.18
196011,-99.99,2.65,5.24,6.04,1.4,4.38,6.06,5.91,5.73,1.77,1.04,5.08,3.67,6.3,5.81,5.18,6.64,6.49,4.99
196012,-99.99,3.08,3.51,4.9,2.23,3.56,3.47,4.89,4.81,1.54,2.89,4.74,2.38,3.35,3.59,4.7,5.08,5,4.63
196101,-99.99,9.32,8.8,6.36,9.64,8.85,8.93,8.18,5.52,10.72,8.59,8.69,9,8.42,9.44,8.34,8.02,5.98,5.07
196102,-99.99,6.56,6.86,4.75,6.13,7.66,6.61,5.84,4.43,6.61,5.69,7.39,7.93,7.3,5.93,6.31,5.38,4.76,4.1
196103,-99.99,7.27,4.88,2.88,6.89,6.39,4.88,4.68,2.14,7.18,6.62,8,4.76,4.87,4.89,5,4.35,2.44,1.83
196104,-99.99,1.83,0.74,-0.2,1.82,2.16,-0.13,0.19,-0.09,2.96,0.75,1.85,2.47,-0.66,0.41,0.79,-0.41,-0.04,-0.14
196105,-99.99,4.77,4.43,3.78,4.84,4.35,5.21,3.69,3.6,5.64,4.09,4.63,4.06,5.82,4.59,3.23,4.14,3.43,3.77
196106,-99.99,-4.76,-4.5,-3.06,-4.72,-5.05,-4.78,-3.28,-2.91,-4.63,-4.81,-4.84,-5.25,-5.36,-4.2,-3.23,-3.34,-3.13,-2.7
196107,-99.99,0.08,0.99,2.47,-0.26,0.66,1.26,1.56,2.58,-1.22,0.69,0.77,0.55,1.57,0.95,0.88,2.24,2.54,2.61
196108,-99.99,1.02,1.59,3.84,1.11,1.21,0.99,3.59,3.55,1.47,0.75,0.85,1.57,0.44,1.54,2.77,4.41,4.05,3.06
196109,-99.99,-3.4,-3.01,-2.37,-3.4,-3.62,-2.73,-2.78,-2.14,-3.15,-3.65,-3.4,-3.83,-3.54,-1.93,-2.72,-2.84,-2.43,-1.84
196110,-99.99,1.97,1.81,2.76,2.11,1.42,1.9,2.53,2.76,1.83,2.39,1.71,1.13,1.42,2.38,2.3,2.76,3.18,2.34
196111,-99.99,5.19,5.04,3.91,4.96,5.72,4.83,4.17,4.05,4,5.91,5.65,5.78,4.94,4.72,4.7,3.64,3.94,4.16
196112,-99.99,-0.11,-0.22,-0.97,0.34,-0.38,-0.13,-1.17,-0.71,-0.78,1.46,-1.04,0.26,0.35,-0.6,-0.86,-1.47,-0.76,-0.67
196201,-99.99,2.51,-1.41,-2.97,3.1,0.42,-1.75,-2.18,-3.13,5,1.25,1.3,-0.44,-0.76,-2.74,-1.7,-2.66,-1.59,-4.65
196202,-99.99,1.6,1.51,1.42,1.84,1.22,1.29,1.63,1.57,2.22,1.48,1.1,1.32,0.82,1.76,2.14,1.12,1.41,1.74
196203,-99.99,-0.2,-0.91,-0.63,0.25,-0.87,-0.82,-1.41,-0.21,-0.21,0.69,-1.11,-0.65,-1.41,-0.22,-1.35,-1.47,0.03,-0.44
196204,-99.99,-6.91,-6.83,-6.65,-6.87,-7.29,-6.54,-6.8,-6.5,-6.82,-6.92,-6.98,-7.58,-7.25,-5.83,-6.64,-6.95,-6.81,-6.19
196205,-99.99,-10.35,-10.14,-8.84,-10.56,-10.07,-10.57,-9.42,-8.48,-11.5,-9.64,-9.94,-10.19,-10.39,-10.75,-9.28,-9.56,-8.04,-8.92
196206,-99.99,-8.3,-8.35,-8.79,-7.79,-8.42,-8.4,-9.45,-8.24,-8.62,-6.96,-9.32,-7.54,-8.74,-8.07,-9.03,-9.86,-7.31,-9.17
196207,-99.99,7.69,6.11,5.67,7.7,7.29,5.73,5.86,5.7,7.86,7.54,7.68,6.91,6.22,5.24,6.08,5.63,6.02,5.38
196208,-99.99,3.3,3.11,2.22,3.22,3.26,2.96,2.86,2.2,3.91,2.54,3.46,3.07,3.76,2.16,3.47,2.25,2.78,1.64
196209,-99.99,-6.93,-6.28,-5.12,-6.87,-7.14,-6.46,-5.11,-5.07,-6.33,-7.42,-7.04,-7.23,-6.89,-6.03,-4.97,-5.24,-5.61,-4.53
196210,-99.99,-4,-2.4,-0.24,-4.57,-3.19,-2.25,-1.25,0.08,-4.29,-4.84,-2.89,-3.49,-2.88,-1.62,-1.63,-0.88,-0.64,0.79
196211,-99.99,14.96,13.88,12.62,14.69,14.95,13.94,13.23,12.32,14.24,15.12,15.49,14.41,14.18,13.69,13.24,13.22,13.21,11.44
196212,-99.99,-2.22,-1.44,1.08,-2.3,-2.29,-1.59,0.42,1.14,-1.46,-3.13,-2.07,-2.52,-2.42,-0.75,-0.1,0.95,1.28,1
196301,-99.99,10.91,7.52,5.5,11.41,9.11,7.59,6.36,5.22,11.41,11.42,9.92,8.29,8.57,6.59,6.63,6.07,5.31,5.12
196302,-99.99,-0.64,-1.76,-1.78,-0.16,-1.78,-1.5,-1.74,-1.94,-0.28,-0.04,-1.57,-1.99,-1.11,-1.89,-2.04,-1.44,-1.71,-2.17
196303,-99.99,1.7,1.63,3.02,1.61,1.84,1.55,2.18,3.16,2.31,0.92,1.86,1.81,1.62,1.48,1.62,2.76,3.14,3.17
196304,-99.99,3.6,3.51,4.6,2.81,4.05,3.6,4.36,4.47,3.05,2.57,5.12,2.98,3.56,3.64,3.86,4.87,4.41,4.53
196305,-99.99,4.67,3.25,2.07,5.06,3.5,3.69,2.25,2.13,6.08,4.07,3.94,3.06,3.71,3.67,2.55,1.95,2.72,1.56
196306,-99.99,-1.69,-1.73,-1.34,-1.83,-1.67,-1.46,-1.83,-1.24,-2.25,-1.43,-1.44,-1.9,-1.62,-1.3,-2.11,-1.54,-1.12,-1.36
196307,-99.99,-0.39,-1.34,-0.48,-0.16,-1.34,-1.63,-1.37,0.08,-0.07,-0.46,-1.69,-0.94,-1.12,-2.17,-1.19,-1.54,-0.16,0.31
196308,-99.99,3.14,5.42,5.95,2.84,5.03,5.45,5.68,6.06,2.63,3.5,4.86,5.21,6.3,4.54,5.59,5.76,5.93,6.18
196309,-99.99,-0.44,-1.99,-1.92,-0.2,-1.85,-1.69,-2.31,-1.9,0.27,-1.73,-1.75,-1.95,-1.78,-1.59,-2.67,-1.97,-2.01,-1.79
196310,-99.99,0.97,1.81,1.53,0.65,2.9,1.21,1.32,1.82,0.77,0.27,2.78,3.03,0.86,1.59,1.69,0.97,1.59,2.03
196311,-99.99,-2.17,-1.32,-0.35,-2.44,-1.2,-1.53,-0.28,-0.38,-2.55,-2.08,-0.65,-1.82,-1.41,-1.65,-0.28,-0.28,0.02,-0.78
196312,-99.99,-2.03,1.15,1.8,-2.38,0.18,1.23,1.52,2.08,-2.77,-1.15,-0.04,0.45,1.76,0.66,1.78,1.27,1.85,2.29
196401,-99.99,4.99,1.32,1.48,5.43,1.76,1.79,0.99,1.62,5.97,3.71,2.5,0.92,2.55,0.99,0.78,1.2,1.22,2
196402,-99.99,2.78,2.68,2.23,2.77,3.07,2.2,2.86,1.94,2.84,2.54,2.83,3.34,2.25,2.14,2.94,2.79,1.96,1.91
196403,-99.99,2.81,3.3,2.11,2.65,3.54,3.52,2.9,1.64,2.69,2.52,3.72,3.34,4.13,2.87,2.8,3.01,1.85,1.45
196404,-99.99,0.53,-0.51,-0.15,0.69,-0.45,-0.64,-0.57,0.25,1.14,-0.73,-0.37,-0.53,-1.15,-0.08,-0.22,-0.92,-0.3,0.78
196405,-99.99,0.09,1.53,1.44,-0.14,1.82,0.92,1.89,1.23,-0.24,0.15,1.4,2.28,0.97,0.87,1.94,1.84,0.88,1.57
196406,-99.99,0.62,1.42,1.65,0.5,1.15,1.53,1.56,1.76,0.31,1.07,1.3,0.97,1.26,1.83,1.68,1.44,1.7,1.82
196407,-99.99,3.56,2.14,2.43,3.56,2.79,2.5,1.94,2.58,3.82,2.6,3.61,1.84,1.88,3.13,1.73,2.14,3.36,1.81
196408,-99.99,-0.29,-1.03,-0.9,-0.23,-1.13,-0.84,-0.28,-1.37,-0.08,-0.78,-0.59,-1.77,-0.59,-1.09,-0.57,0.02,-1.44,-1.31
196409,-99.99,4.22,3.22,3.49,4.4,3.2,2.95,3.8,3.3,4.52,3.99,3.15,3.26,2.83,3.07,3.74,3.86,3.36,3.24
196410,-99.99,2.37,1.65,1.12,2.57,1.28,2.1,1.41,0.79,2.71,2.06,1.19,1.39,1.66,2.53,1.03,1.78,0.8,0.78
